flow_cfs,floodplain_acres,watershed
7600,0,Cottonwood Creek
7960,5.91,Cottonwood Creek
8320,13.26,Cottonwood Creek
8680,19.26,Cottonwood Creek
9040,24.2,Cottonwood Creek
9400,29.18,Cottonwood Creek
9760,33.39,Cottonwood Creek
10120,38.03,Cottonwood Creek
10480,43.18,Cottonwood Creek
10840,47.52,Cottonwood Creek
