flow_cfs,floodplain_acres,watershed,species
26.2508840743144,1297.16248859995,Yolo Bypass,Fall Run
30.3648041889166,1331.14655691201,Yolo Bypass,Fall Run
40.557855350956,1349.07948787109,Yolo Bypass,Fall Run
53.930754643337,1391.4234263149,Yolo Bypass,Fall Run
105.461425732655,1418.77505216161,Yolo Bypass,Fall Run
127.54733334681,1523.40870415616,Yolo Bypass,Fall Run
141.317269100505,1541.80179130826,Yolo Bypass,Fall Run
188.713445189652,1557.04944573647,Yolo Bypass,Fall Run
208.796892688533,1611.56164418156,Yolo Bypass,Fall Run
219.320313374708,1629.95473133367,Yolo Bypass,Fall Run
253.744788103043,1653.08199808366,Yolo Bypass,Fall Run
279.63168684844,1671.47508523577,Yolo Bypass,Fall Run
294.026245117188,1676.09965944807,Yolo Bypass,Fall Run
327.143943349267,1677.28278786758,Yolo Bypass,Fall Run
363.313691351824,1695.67587501969,Yolo Bypass,Fall Run
421.334941985501,1709.26783954833,Yolo Bypass,Fall Run
439.751122930247,1741.82080313409,Yolo Bypass,Fall Run
550.92696268847,1801.89428927608,Yolo Bypass,Fall Run
692.627139729299,1874.02958713326,Yolo Bypass,Fall Run
882.664596654807,1937.00736875019,Yolo Bypass,Fall Run
1049.38555402816,1946.76468770657,Yolo Bypass,Fall Run
1230.60859233103,1994.42841639533,Yolo Bypass,Fall Run
1489.20971679688,1994.77183498975,Yolo Bypass,Fall Run
1770.23140254901,2076.18832071669,Yolo Bypass,Fall Run
1822.97263875585,2076.18832071669,Yolo Bypass,Fall Run
2205.56862528613,2165.15385974105,Yolo Bypass,Fall Run
2375.66865296576,2198.78655014234,Yolo Bypass,Fall Run
2618.11673964968,2198.78655014234,Yolo Bypass,Fall Run
2973.89887757514,2220.86831426406,Yolo Bypass,Fall Run
3260.25279051179,2253.70462427084,Yolo Bypass,Fall Run
3726.25167943869,2246.10887963694,Yolo Bypass,Fall Run
4204.93695573746,2301.02695376544,Yolo Bypass,Fall Run
4632.08052908539,2308.03502348484,Yolo Bypass,Fall Run
5313.33941456011,2324.46429397268,Yolo Bypass,Fall Run
5741.39330899184,2340.89356446053,Yolo Bypass,Fall Run
6594.12062412918,2365.43445279701,Yolo Bypass,Fall Run
7541.33454263286,2390.0011818842,Yolo Bypass,Fall Run
8642.10778575338,2405.28711167943,Yolo Bypass,Fall Run
9560.88268809713,2405.28711167943,Yolo Bypass,Fall Run
10621.9965913615,2414.12716108042,Yolo Bypass,Fall Run
11352.5625311007,2483.00279859557,Yolo Bypass,Fall Run
12220.3459892516,2483.00279859557,Yolo Bypass,Fall Run
14370.9580140326,2599.89413900588,Yolo Bypass,Fall Run
15644.8229249602,2599.89413900588,Yolo Bypass,Fall Run
18409.5867772193,2705.97344329135,Yolo Bypass,Fall Run
21286.7167906549,2812.05274757682,Yolo Bypass,Fall Run
22812.8823957504,2885.42441464495,Yolo Bypass,Fall Run
25378.2944242635,2885.42441464495,Yolo Bypass,Fall Run
31607.0500472731,2943.46341776221,Yolo Bypass,Fall Run
35360.0028612659,3075.83642429662,Yolo Bypass,Fall Run
41136.5492137739,3161.32756088955,Yolo Bypass,Fall Run
47550.2701781449,3203.36418303967,Yolo Bypass,Fall Run
51588.0146546576,3247.99711726232,Yolo Bypass,Fall Run
55655.2837629379,3292.63005148497,Yolo Bypass,Fall Run
58883.3235718551,3315.4759961782,Yolo Bypass,Fall Run
67147.8608678344,3351.93348014851,Yolo Bypass,Fall Run
71011.1209693471,3389.68664377263,Yolo Bypass,Fall Run
78947.081857086,3414.43207995973,Yolo Bypass,Fall Run
102336.087878185,3537.33461517565,Yolo Bypass,Fall Run
111430.511096736,3607.90361017734,Yolo Bypass,Fall Run
113767.201234076,3633.06339175741,Yolo Bypass,Fall Run
137466.400378185,3799.298442335,Yolo Bypass,Fall Run
26.2508840743144,1297.16248859995,Yolo Bypass,Spring Run
30.3648041889166,1331.14655691201,Yolo Bypass,Spring Run
40.557855350956,1349.07948787109,Yolo Bypass,Spring Run
53.930754643337,1391.4234263149,Yolo Bypass,Spring Run
105.461425732655,1418.77505216161,Yolo Bypass,Spring Run
127.54733334681,1523.40870415616,Yolo Bypass,Spring Run
141.317269100505,1541.80179130826,Yolo Bypass,Spring Run
188.713445189652,1557.04944573647,Yolo Bypass,Spring Run
208.796892688533,1611.56164418156,Yolo Bypass,Spring Run
219.320313374708,1629.95473133367,Yolo Bypass,Spring Run
253.744788103043,1653.08199808366,Yolo Bypass,Spring Run
279.63168684844,1671.47508523577,Yolo Bypass,Spring Run
294.026245117188,1676.09965944807,Yolo Bypass,Spring Run
327.143943349267,1677.28278786758,Yolo Bypass,Spring Run
363.313691351824,1695.67587501969,Yolo Bypass,Spring Run
421.334941985501,1709.26783954833,Yolo Bypass,Spring Run
439.751122930247,1741.82080313409,Yolo Bypass,Spring Run
550.92696268847,1801.89428927608,Yolo Bypass,Spring Run
692.627139729299,1874.02958713326,Yolo Bypass,Spring Run
882.664596654807,1937.00736875019,Yolo Bypass,Spring Run
1049.38555402816,1946.76468770657,Yolo Bypass,Spring Run
1230.60859233103,1994.42841639533,Yolo Bypass,Spring Run
1489.20971679688,1994.77183498975,Yolo Bypass,Spring Run
1770.23140254901,2076.18832071669,Yolo Bypass,Spring Run
1822.97263875585,2076.18832071669,Yolo Bypass,Spring Run
2205.56862528613,2165.15385974105,Yolo Bypass,Spring Run
2375.66865296576,2198.78655014234,Yolo Bypass,Spring Run
2618.11673964968,2198.78655014234,Yolo Bypass,Spring Run
2973.89887757514,2220.86831426406,Yolo Bypass,Spring Run
3260.25279051179,2253.70462427084,Yolo Bypass,Spring Run
3726.25167943869,2246.10887963694,Yolo Bypass,Spring Run
4204.93695573746,2301.02695376544,Yolo Bypass,Spring Run
4632.08052908539,2308.03502348484,Yolo Bypass,Spring Run
5313.33941456011,2324.46429397268,Yolo Bypass,Spring Run
5741.39330899184,2340.89356446053,Yolo Bypass,Spring Run
6594.12062412918,2365.43445279701,Yolo Bypass,Spring Run
7541.33454263286,2390.0011818842,Yolo Bypass,Spring Run
8642.10778575338,2405.28711167943,Yolo Bypass,Spring Run
9560.88268809713,2405.28711167943,Yolo Bypass,Spring Run
10621.9965913615,2414.12716108042,Yolo Bypass,Spring Run
11352.5625311007,2483.00279859557,Yolo Bypass,Spring Run
12220.3459892516,2483.00279859557,Yolo Bypass,Spring Run
14370.9580140326,2599.89413900588,Yolo Bypass,Spring Run
15644.8229249602,2599.89413900588,Yolo Bypass,Spring Run
18409.5867772193,2705.97344329135,Yolo Bypass,Spring Run
21286.7167906549,2812.05274757682,Yolo Bypass,Spring Run
