species,scenario,life_stage,suit_type,flow,suit_acres,timestamp,has_lowering,source
Hardhead,Alt1,juv,instream,12000,2.328306818190604,2018-11-21T02:00:00Z,FALSE,Alt1_no_lowering_hardhead.csv
Hardhead,Alt1,juv,floodplain,12000,37.741854669717256,2018-11-21T02:00:00Z,FALSE,Alt1_no_lowering_hardhead.csv
Hardhead,Alt1,adult,instream,12000,5.726290045495796,2018-11-21T02:00:00Z,FALSE,Alt1_no_lowering_hardhead.csv
Hardhead,Alt1,adult,floodplain,12000,62.510079997538234,2018-11-21T02:00:00Z,FALSE,Alt1_no_lowering_hardhead.csv
Hardhead,Alt1,juv,instream,13000,2.074120457863426,2018-11-21T12:00:00Z,FALSE,Alt1_no_lowering_hardhead.csv
Hardhead,Alt1,juv,floodplain,13000,39.95577804183035,2018-11-21T12:00:00Z,FALSE,Alt1_no_lowering_hardhead.csv
Hardhead,Alt1,adult,instream,13000,5.286194221300679,2018-11-21T12:00:00Z,FALSE,Alt1_no_lowering_hardhead.csv
Hardhead,Alt1,adult,floodplain,13000,66.55102406223624,2018-11-21T12:00:00Z,FALSE,Alt1_no_lowering_hardhead.csv
Hardhead,Alt1,juv,instream,14000,1.8982631527847071,2018-11-21T22:00:00Z,FALSE,Alt1_no_lowering_hardhead.csv
Hardhead,Alt1,juv,floodplain,14000,41.890897236903015,2018-11-21T22:00:00Z,FALSE,Alt1_no_lowering_hardhead.csv
Hardhead,Alt1,adult,instream,14000,4.973990594175787,2018-11-21T22:00:00Z,FALSE,Alt1_no_lowering_hardhead.csv
Hardhead,Alt1,adult,floodplain,14000,70.00906037415098,2018-11-21T22:00:00Z,FALSE,Alt1_no_lowering_hardhead.csv
Hardhead,Alt1,juv,instream,15000,1.751739415955396,2018-11-22T08:00:00Z,FALSE,Alt1_no_lowering_hardhead.csv
Hardhead,Alt1,juv,floodplain,15000,43.80864047277457,2018-11-22T08:00:00Z,FALSE,Alt1_no_lowering_hardhead.csv
Hardhead,Alt1,adult,instream,15000,4.683209346486641,2018-11-22T08:00:00Z,FALSE,Alt1_no_lowering_hardhead.csv
Hardhead,Alt1,adult,floodplain,15000,73.22029600372989,2018-11-22T08:00:00Z,FALSE,Alt1_no_lowering_hardhead.csv
Hardhead,Existing,juv,instream,100,4.801950037737593,2018-11-15T06:00:00Z,NA,Existing_hardhead.csv
Hardhead,Existing,juv,floodplain,100,1.0675308324446662,2018-11-15T06:00:00Z,NA,Existing_hardhead.csv
Hardhead,Existing,adult,instream,100,8.656421500290563,2018-11-15T06:00:00Z,NA,Existing_hardhead.csv
Hardhead,Existing,adult,floodplain,100,1.800185880313137,2018-11-15T06:00:00Z,NA,Existing_hardhead.csv
Hardhead,Existing,juv,instream,250,3.9958188289425722,2018-11-15T16:00:00Z,NA,Existing_hardhead.csv
Hardhead,Existing,juv,floodplain,250,1.9631334123344424,2018-11-15T16:00:00Z,NA,Existing_hardhead.csv
